J8,231550.359,287.145,6716080.282,tes
J9,231549.453,287.759,6716081.397,tes
R1,231548.931,288.395,6716082.399,tes
R2,231547.798,288.488,6716084.141,tes
R3,231546.631,288.907,6716085.738,tes
R4,231545.841,288.692,6716086.878,tes
R5,231544.465,288.67,6716088.206,tes
R6,231543.711,288.833,6716089.39,tes
R7,231542.823,288.745,6716090.358,tes
R10,231539.767,289.302,6716094.828,tes
R14,231536.406,289.604,6716100.242,tes
R15,231535.389,289.599,6716101.537,tes
R16,231534.661,289.623,6716102.934,tes
R17,231534.256,289.742,6716104.096,tes
R13,231536.901,289.537,6716098.81,tes
R19,231533.491,289.932,6716106.626,tes
R20,231533.354,289.467,6716108.068,tes
R21,231533.036,289.169,6716109.973,tes
R22,231532.877,289.502,6716111.069,tes
R23,231532.311,289.616,6716112.372,tes
R24,231532.13,289.835,6716114.328,tes
R25,231532.404,289.749,6716115.974,tes
R26,231532.286,290.059,6716117.617,tes
R27,231531.981,290.136,6716119.126,tes
R28,231531.816,290.004,6716120.755,tes
R29,231531.756,290.038,6716122.334,tes
R30,231531.747,290.258,6716124.309,tes
R31,231531.691,290.313,6716126.917,tes
R32,231532.273,290.354,6716128.861,tes
R35,231532.57,289.959,6716134.213,tes
R36,231532.641,290.302,6716135.776,tes
M39,231528.319,284.717,6716124.981,tes
Q1,231545.614,280.906,6716079.579,tes
Q2,231544.465,280.94,6716081.066,tes
Q3,231542.981,280.92,6716082.324,tes
Q4,231541.41,280.905,6716083.144,tes
Q5,231539.944,280.943,6716084.295,tes
Q6,231538.579,280.955,6716085.385,tes
Q7,231537.661,281.166,6716087.008,tes
Q8,231536.841,281.355,6716088.336,tes
Q9,231535.44,281.505,6716089.711,tes
Q10,231534.343,281.727,6716091.082,tes
Q11,231533.407,281.653,6716092.363,tes
Q12,231532.471,281.694,6716094.087,tes
Q13,231531.343,281.961,6716095.359,tes
Q14,231530.814,282.139,6716096.482,tes
Q15,231529.915,282.394,6716098.266,tes
Q16,231529.873,282.664,6716099.804,tes
Q17,231529.052,282.636,6716101.523,tes
Q18,231528.222,282.501,6716103.021,tes
N17,231526.631,282.295,6716106.06,tes
O37,231524.115,281.472,6716117.672,tes
J10,231548.308,287.225,6716082.066,tes
J11,231547.403,287.396,6716083.496,tes
J12,231546.34,287.492,6716085.43,tes
J13,231545.446,287.337,6716086.744,tes
J14,231544.312,287.496,6716088.149,tes
J15,231543.664,287.809,6716089.329,tes
J16,231542.725,287.945,6716090.397,tes
J17,231541.466,287.904,6716091.853,tes
J19,231539.368,288.259,6716094.896,tes
J18,231540.588,288.064,6716093.679,tes
J20,231538.815,288.589,6716096.425,tes
J21,231537.546,288.716,6716097.431,tes
J22,231536.813,288.537,6716098.665,tes
J23,231535.967,288.441,6716100.111,tes
J24,231535.169,288.345,6716101.243,tes
J25,231534.204,288.401,6716102.674,tes
J26,231533.973,288.67,6716103.968,tes
J27,231533.518,288.738,6716105.188,tes
J29,231533.319,287.581,6716108.358,tes
J30,231533.068,287.559,6716109.673,tes
J31,231532.817,287.555,6716111.31,tes
J32,231532.231,287.528,6716112.656,tes
J33,231531.772,287.673,6716114.244,tes
J34,231531.756,288.181,6716116.144,tes
J35,231531.433,287.845,6716117.426,tes
J36,231531.096,288.069,6716118.939,tes
J37,231530.738,288.255,6716120.496,tes
J38,231530.495,288.485,6716122.434,tes
J28,231533.014,288.02,6716106.319,tes
J39,231530.55,288.443,6716124.293,tes
J40,231530.625,288.444,6716126.797,tes
J41,231530.965,288.576,6716128.695,tes
J42,231531.319,288.281,6716130.488,tes
J41,231531.176,288.275,6716132.307,tes
J43,231531.42,288.503,6716134.101,tes
J44,231531.397,288.866,6716135.919,tes
J45,231531.716,289.048,6716137.49,tes
J46,231531.649,289.269,6716139.187,tes
J47,231532.014,289.562,6716141.062,tes
K44,231529.596,287.099,6716134.623,tes
K45,231529.783,287.262,6716135.835,tes
K46,231529.852,287.288,6716137.556,tes
K47,231529.888,287.397,6716139.279,tes
K49,231530.225,287.821,6716142.682,tes
R33,231532.603,290.22,6716130.568,tes
point537,231528.432,286.086,6716141.775,tes
point538,231528.078,285.803,6716140.182,tes
O30,231524.97,280.279,6716105.632,tes
O29,231525.333,280.081,6716103.786,tes
O35,231524.155,280.999,6716114.161,tes
O34,231524.578,280.841,6716112.313,tes
O36,231524.343,281.029,6716115.971,tes
O42,231522.707,281.962,6716126.454,tes
O41,231523.126,281.804,6716124.38,tes
K28,231532.593,286.202,6716106.492,tes
R8,231541.629,288.862,6716091.728,tes
R9,231541.13,289.37,6716093.234,tes
N23,231525.637,282.897,6716116.092,tes
P34,231522.582,279.123,6716110.33,tes
P33,231522.422,279.576,6716108.86,tes
L23,231531.593,285.213,6716097.339,tes
R18,231533.693,290.012,6716105.077,tes
P31,231523.901,279.136,6716105.434,tes
